50.1474926254	-65.7142857143
156.3421828909	-80
256.6371681416	-99.0476190476
398.2300884956	-120
469.0265486726	-134.2857142857
539.8230088496	-134.2857142857
575.2212389381	-137.1428571429
634.2182890855	-145.7142857143
681.4159292035	-159.0476190476
740.412979351	-174.2857142857
781.7109144543	-195.2380952381
823.0088495575	-217.1428571429
834.808259587	-229.5238095238
852.5073746313	-240.9523809524
893.8053097345	-247.619047619
911.5044247788	-251.4285714286
941.0029498525	-249.5238095238
952.802359882	-241.9047619048
976.401179941	-229.5238095238
1005.8997050148	-217.1428571429
1035.3982300885	-200.9523809524
1070.796460177	-181.9047619048
1112.0943952802	-165.7142857143
1165.191740413	-141.9047619048
1200.5899705015	-125.7142857143
1247.7876106195	-106.6666666667
1289.0855457227	-86.6666666667
1330.383480826	-70.4761904762
1383.4808259587	-43.8095238095
1418.8790560472	-29.5238095238
1448.377581121	-11.4285714286
1477.8761061947	4.7619047619
1525.0737463127	24.7619047619
1542.7728613569	36.1904761905
1584.0707964602	52.380952381
1631.2684365782	67.619047619
1672.5663716814	91.4285714286
1719.7640117994	107.619047619
1772.8613569322	131.4285714286
1820.0589970502	152.380952381
1873.1563421829	174.2857142857
1926.2536873156	189.5238095238
1997.0501474926	209.5238095238
2079.6460176991	228.5714285714
2115.0442477876	237.1428571429
2144.5427728614	243.8095238095
2168.1415929204	248.5714285714
2203.5398230089	256.1904761905
2250.7374631269	257.1428571429
2303.8348082596	257.1428571429
2333.3333333333	253.3333333333
2356.9321533923	245.7142857143
2386.4306784661	239.0476190476
2410.0294985251	230.4761904762
2439.5280235988	220.9523809524
2469.0265486726	210.4761904762
2504.4247787611	195.2380952381
2539.8230088496	177.1428571429
2587.0206489676	156.1904761905
2628.3185840708	135.2380952381
2663.7168141593	113.3333333333
2734.5132743363	84.7619047619
2769.9115044248	63.8095238095
2823.0088495575	36.1904761905
2852.5073746313	12.380952381
2905.604719764	-17.1428571429
2958.7020648968	-38.0952380952
3035.3982300885	-78.0952380952
3100.2949852507	-109.5238095238
3123.8938053097	-125.7142857143
3153.3923303835	-140.9523809524
3147.4926253687	-149.5238095238
3153.3923303835	-156.1904761905
3176.9911504425	-167.619047619
3200.5899705015	-180.9523809524
3235.98820059	-190.4761904762
3259.587020649	-184.7619047619
3277.2861356932	-179.0476190476
3300.8849557522	-169.5238095238
3312.6843657817	-154.2857142857
3336.2831858407	-143.8095238095
3348.0825958702	-135.2380952381
3359.8820058997	-123.8095238095
3377.581120944	-111.4285714286
3389.3805309735	-100
3412.9793510325	-86.6666666667
3430.6784660767	-75.2380952381
3442.4778761062	-64.7619047619
3448.377581121	-57.1428571429
3466.0766961652	-45.7142857143
3483.7758112094	-31.4285714286
3495.5752212389	-24.7619047619
3519.1740412979	-14.2857142857
3525.0737463127	1.9047619048
3536.8731563422	12.380952381
3560.4719764012	22.8571428571
3589.9705014749	37.1428571429
3607.6696165192	48.5714285714
3613.5693215339	61.9047619048
3625.3687315634	73.3333333333
3643.0678466077	82.8571428571
3666.6666666667	98.0952380952
3684.3657817109	117.1428571429
3719.7640117994	141.9047619048
3755.1622418879	158.0952380952
3784.6607669617	178.0952380952
3831.8584070797	197.1428571429
3861.3569321534	203.8095238095
3920.3539823009	207.619047619
4002.9498525074	210.4761904762
4061.9469026549	204.7619047619
4174.0412979351	198.0952380952
4215.3392330384	194.2857142857
4262.5368731564	182.8571428571
4303.8348082596	171.4285714286
4315.6342182891	160
4380.5309734513	144.7619047619
4421.8289085546	129.5238095238
4451.3274336283	117.1428571429
4492.6253687316	101.9047619048
4551.6224188791	86.6666666667
4563.4218289086	77.1428571429
4610.6194690266	58.0952380952
4640.1179941003	40.9523809524
4681.4159292035	30.4761904762
4705.0147492625	18.0952380952
4740.412979351	5.7142857143
4781.7109144543	-5.7142857143
4823.0088495575	-18.0952380952
4876.1061946903	-29.5238095238
4982.3008849558	-44.7619047619
5041.2979351033	-51.4285714286
5076.6961651918	-50.4761904762
5100.2949852507	-47.619047619
5141.592920354	-42.8571428571
5176.9911504425	-38.0952380952
5218.2890855457	-39.0476190476
5283.185840708	-39.0476190476
5336.2831858407	-42.8571428571
5383.4808259587	-44.7619047619
5442.4778761062	-46.6666666667
5495.5752212389	-46.6666666667
5536.8731563422	-43.8095238095
5589.9705014749	-40
5660.7669616519	-41.9047619048
5725.6637168142	-37.1428571429
5772.8613569322	-31.4285714286
5825.9587020649	-23.8095238095
5884.9557522124	-18.0952380952
5932.1533923304	-14.2857142857
5991.1504424779	-10.4761904762
6067.8466076696	-10.4761904762
6132.7433628319	-10.4761904762
6203.5398230089	-7.619047619
